YEAR,OPID,OTT 서비스 주중 이용 시간(분 기준 환산),OTT 서비스 주말 이용 시간(분 기준 환산)
2025,100840002,10,30
2025,100860001,,
2025,100860002,,
2025,100860003,30,40
2025,100870001,,
2025,100870002,,
2025,100880001,7,10
2025,100880002,20,30
2025,100880003,30,0
2025,100890002,,
2025,100900001,20,30
2025,100900002,30,90
2025,10090001,7,6
2025,10090002,20,0
2025,10090003,90,150
2025,100910001,20,15
2025,100910002,30,20
2025,100910004,60,90
2025,10100001,60,40
2025,1010002,60,120
2025,1010003,60,60
2025,1010004,60,60
2025,10110001,,
2025,101140001,10,10
2025,101140002,10,10
2025,101140003,110,170
2025,101150001,,
2025,101150002,60,120
2025,101190001,20,20
2025,101190002,30,30
2025,10120001,30,30
2025,101220001,,
2025,101220002,,
2025,10130001,30,30
2025,10130002,30,60
2025,10130003,60,60
2025,10140001,,
2025,10150001,,
2025,101560001,,
2025,101560002,,
2025,101570001,,
2025,101570002,,
2025,101570003,20,60
2025,101580001,,
2025,101580002,,
2025,101580003,,
2025,101590001,,
2025,101590002,,
2025,101600001,120,120
2025,10160001,,
2025,101610001,,
2025,101610002,,
2025,101610003,30,120
2025,101620001,,
2025,101620002,,
2025,101620003,100,120
2025,101630001,,
2025,101640001,20,30
2025,101650001,,
2025,101660001,,
2025,101680001,60,110
2025,101690001,,
2025,101700001,,
2025,101700002,,
2025,101700003,60,60
2025,101710001,,
2025,101710002,,
2025,101710003,,
2025,101720001,,
2025,101720002,,
2025,101730001,,
2025,101730002,,
2025,101730003,5,5
2025,101740001,,
2025,101740002,30,20
2025,101740003,,
2025,101800001,30,30
2025,101800002,30,90
2025,101800003,60,120
2025,101810001,20,40
2025,101810002,90,90
2025,101810003,60,90
2025,101820001,30,90
2025,101820002,60,90
2025,101830001,,
2025,101830002,,
2025,101840001,,
2025,101840002,,
2025,101850001,20,30
2025,101850002,15,20
2025,101860001,30,90
2025,101860002,30,90
2025,101860003,60,90
2025,101870001,30,40
2025,101870002,20,40
2025,101870003,20,40
2025,101880001,30,30
2025,101880002,20,30
2025,101880003,30,30
2025,101890001,20,30
2025,101890002,30,40
2025,101890003,30,40
2025,101900001,10,20
2025,101900002,20,30
2025,101900003,20,30
2025,10190001,,
2025,101910001,,
2025,101910002,45,30
2025,101910003,30,30
2025,101920001,,
2025,101920002,,
2025,101930001,70,90
2025,101930002,,
2025,101940001,,
2025,101940002,,
2025,101950001,30,20
2025,101950002,40,30
2025,101950004,30,30
2025,101960001,,
2025,101970001,,
2025,101970002,,
2025,101980001,,
2025,101980002,,
2025,101990001,,
2025,102000001,,
2025,1020002,,
2025,1020003,40,30
2025,102010001,60,60
2025,102010002,60,60
2025,102020001,,
2025,102020002,30,40
2025,102030001,30,30
2025,102030002,30,30
2025,102030003,,
2025,102040001,30,30
2025,102040002,20,20
2025,102050001,,
2025,102050002,20,30
2025,102060001,,
2025,102060002,,
2025,102070001,,
2025,102070002,,
2025,102070003,30,30
2025,102080001,30,30
2025,102080002,30,30
2025,102090001,,
2025,102090002,30,30
2025,102100001,30,20
2025,102100002,30,30
2025,10210001,6,3
2025,102110001,,
2025,102110002,10,10
2025,102120001,90,90
2025,102120002,20,20
2025,102130001,10,30
2025,102130002,10,30
2025,102140001,30,30
2025,102140002,20,30
2025,102150001,10,20
2025,102150002,10,10
2025,102150003,30,30
2025,10220001,10,40
2025,10220002,40,60
2025,102300001,30,30
2025,102300002,20,30
2025,10230001,10,15
2025,10230002,5,0
2025,102310001,,
2025,102320001,,
2025,102320002,10,10
2025,102330001,5,5
2025,102330002,5,10
2025,102340001,30,30
2025,102340002,30,30
2025,102360001,10,10
2025,102360002,5,5
2025,102370001,10,10
2025,102370002,10,10
2025,102380001,,
2025,102380002,,
2025,102390001,,
2025,102390002,,
2025,10240001,30,15
2025,10240002,30,15
2025,10240003,10,30
2025,10240004,10,10
2025,102420001,30,20
2025,102420002,30,30
2025,102430001,15,15
2025,102440001,,
2025,102450001,10,10
2025,102450002,30,30
2025,102460001,,
2025,102470001,60,60
2025,102470002,,
2025,102480001,30,30
2025,102480002,10,10
2025,102480003,60,60
2025,102490001,30,30
2025,102500001,30,30
2025,102500002,30,20
2025,10250001,30,25
2025,10250002,10,12
2025,102510001,30,30
2025,102510002,10,10
2025,102540001,10,10
2025,102540002,30,30
2025,102560001,10,10
2025,102560002,10,10
2025,102580001,,
2025,102580002,10,10
2025,102590001,10,10
2025,102590002,30,30
2025,102600003,60,60
2025,10260001,,
2025,10260002,,
2025,102620001,,
2025,102620002,10,10
2025,102630001,10,10
2025,102630002,10,10
2025,102640001,10,10
2025,102640002,15,15
2025,102660001,30,30
2025,102660002,10,20
2025,102670001,10,10
2025,102670002,10,10
2025,102680001,10,10
2025,102690001,15,15
2025,10270001,,
2025,10270002,,
2025,102720001,10,10
2025,102720002,10,10
2025,102730002,30,30
2025,102730003,30,30
2025,102750001,10,10
2025,102750002,10,10
2025,102760001,10,10
2025,102760002,20,20
2025,102780001,10,10
2025,102790001,,
2025,102800001,,
2025,102800002,30,30
2025,10280002,10,20
2025,102810001,10,10
2025,102810002,10,10
2025,102820001,,
2025,102820002,,
2025,102830001,30,30
2025,102830002,,
2025,102840001,,
2025,102840002,,
2025,102850001,40,40
2025,102850002,10,10
2025,102860001,30,30
2025,102860002,30,30
2025,102870001,30,30
2025,102870002,10,10
2025,102880001,10,10
2025,102880002,10,10
2025,102900001,20,20
2025,102900002,15,15
2025,10290001,20,20
2025,10290002,120,120
2025,102910001,15,20
2025,102920001,,
2025,102920002,20,20
2025,102930001,,
2025,102930002,10,20
2025,102940001,,
2025,102940002,,
2025,102950001,30,40
2025,102960001,30,30
2025,102970001,,
2025,10300001,20,20
2025,10300002,30,30
2025,1030001,,
2025,1030002,40,50
2025,10310002,,
2025,10320003,30,60
2025,10320004,30,60
2025,10330001,20,20
2025,10330002,60,60
2025,10330003,120,240
2025,103390001,,
2025,103390002,10,10
2025,103390004,60,180
2025,103400001,120,60
2025,103400002,,
2025,103410001,10,10
2025,103410002,10,10
2025,103410003,30,30
2025,103420001,120,120
2025,103420004,,
2025,103420005,,
2025,103430001,30,30
2025,103430002,,
2025,103430004,120,120
2025,103440001,30,60
2025,103440002,,
2025,103440003,60,60
2025,103450002,,
2025,103450003,60,60
2025,103450004,30,60
2025,103460001,,
2025,103460002,120,180
2025,103470002,15,15
2025,103470003,10,30
2025,103470004,10,20
2025,10350001,30,30
2025,10350002,60,60
2025,10350003,120,120
2025,103540001,,
2025,103540002,,
2025,103560001,90,180
2025,103560002,30,60
2025,103560003,50,60
2025,103570001,,
2025,103570002,10,10
2025,103570003,,
2025,103580001,40,40
2025,103580002,120,180
2025,103580003,,
2025,103580004,,
2025,103580005,,
2025,103580006,,
2025,103590001,30,60
2025,103590002,60,120
2025,103590003,180,630
2025,103600001,,
2025,103600002,20,30
2025,103600003,10,10
2025,10360001,30,30
2025,10360003,120,120
2025,103610001,30,10
2025,103610002,,
2025,103610003,10,10
2025,103620001,5,5
2025,103620002,,
2025,103620003,60,60
2025,103620004,60,60
2025,103620005,90,90
2025,103630004,60,60
2025,103660001,10,60
2025,103660003,10,20
2025,103680001,30,10
2025,103680002,30,20
2025,103700002,5,5
2025,103700004,10,5
2025,10370001,,
2025,10370002,,
2025,103710001,10,5
2025,103710002,20,0
2025,103720001,20,10
2025,103720002,10,5
2025,103730001,5,5
2025,103730002,20,10
2025,103740001,30,60
2025,103740002,5,5
2025,103750001,5,5
2025,103750002,5,5
2025,103750004,10,10
2025,103760001,,
2025,103760002,5,5
2025,10380001,,
2025,103840001,,
2025,103840002,,
2025,103840005,,
2025,103850001,,
2025,103850002,,
2025,103850004,120,120
2025,103860001,,
2025,103880001,,
2025,103880002,,
2025,103890001,,
2025,103890002,40,90
2025,103900001,,
2025,10390001,15,10
2025,10390002,,
2025,103910001,,
2025,103910002,,
2025,10400001,,
2025,1040001,,
2025,1040002,40,50
2025,10410002,,
2025,10410003,30,30
2025,10410101,90,90
2025,104130001,60,60
2025,104130002,10,20
2025,104130003,120,240
2025,104140002,10,20
2025,104160001,5,5
2025,104160003,10,10
2025,104170001,30,30
2025,104170002,5,20
2025,104170004,60,120
2025,104180002,5,5
2025,104180003,50,30
2025,104190001,20,30
2025,104210002,10,10
2025,104220001,,
2025,104220002,10,10
2025,104220101,,
2025,104220102,30,30
2025,104230001,,
2025,104230002,20,10
2025,104230003,90,120
2025,104230004,120,120
2025,104240001,,
2025,104240002,,
2025,104240003,,
2025,104240004,,
2025,104250001,,
2025,104250002,,
2025,104250003,,
2025,104270001,,
2025,104270002,,
2025,104270003,,
2025,104270004,,
2025,104280002,5,5
2025,104280101,3,3
2025,104280102,5,5
2025,104290001,,
2025,104290002,,
2025,104290003,15,30
2025,104300001,2,2
2025,104300002,5,5
2025,10430001,,
2025,10430002,,
2025,104460001,,
2025,104460002,10,10
2025,104470001,,
2025,104470002,150,120
2025,104480001,,
2025,104480002,,
2025,104500001,,
2025,104500002,,
2025,104500003,10,10
2025,10450001,30,0
2025,10450002,5,5
2025,10450003,,
2025,104510001,30,30
2025,104510002,,
2025,104510003,60,120
2025,104540001,,
2025,104540002,,
2025,104560002,,
2025,104670001,90,150
2025,104670002,,
2025,104670004,14,10
2025,104670101,,
2025,104670102,20,25
2025,104680001,,
2025,104680002,,
2025,104690001,,
2025,104690002,,
2025,104690004,,
2025,104690101,10,10
2025,104700001,60,60
2025,10470001,,
2025,104700101,120,180
2025,104710001,70,90
2025,104710002,,
2025,104710003,120,180
2025,104710004,180,240
2025,104720001,,
2025,104720002,,
2025,104720003,10,10
2025,104720004,30,30
2025,104720005,,
2025,104720006,,
2025,104730001,30,30
2025,104730002,,
2025,104730003,30,30
2025,104730004,30,30
2025,104740001,15,15
2025,104740002,5,15
2025,104750001,,
2025,104750002,10,30
2025,104750003,,
2025,104760001,120,60
2025,104760002,10,10
2025,104760003,180,240
2025,104760004,240,180
2025,104770001,,
2025,104780001,,
2025,104780002,,
2025,104780003,180,300
2025,104780004,60,180
2025,104790001,10,10
2025,104790002,30,60
2025,104790003,,
2025,104790004,,
2025,10480001,,
2025,10480002,10,20
2025,104810001,5,5
2025,104810002,100,180
2025,104810003,,
2025,104820001,60,60
2025,104820002,20,15
2025,104820003,60,100
2025,104820004,30,30
2025,104830001,60,30
2025,104830002,,
2025,104830003,30,60
2025,104840001,180,180
2025,104840002,180,180
2025,104840003,,
2025,104850001,10,0
2025,104850002,10,10
2025,104850003,180,240
2025,104850004,60,120
2025,104860001,,
2025,104860003,120,240
2025,104860004,,
2025,104860101,,
2025,104860102,300,120
2025,104870001,20,10
2025,104870002,,
2025,104870003,10,20
2025,104870004,,
2025,104880001,,
2025,104880002,,
2025,104880003,30,30
2025,104890001,,
2025,104890002,10,10
2025,104890003,10,10
2025,104900001,40,40
2025,104900002,30,30
2025,104900003,90,150
2025,104900004,60,120
2025,10490001,60,105
2025,10490002,,
2025,104910001,,
2025,104910002,,
2025,104910003,20,20
2025,104910004,,
2025,104930001,,
2025,104930002,30,120
2025,104930003,,
2025,104930004,,
2025,104940001,10,10
2025,104940002,5,5
2025,104940003,60,60
2025,104950001,,
2025,104950002,,
2025,104970001,60,60
2025,104970002,60,90
2025,104970003,,
2025,104970004,,
2025,105020001,20,20
2025,105020002,30,30
2025,105020003,60,60
2025,105030001,30,20
2025,105030002,30,20
2025,105030003,60,60
2025,105040001,30,30
2025,105040002,30,30
2025,105050001,20,20
2025,105050002,30,30
2025,105060001,,
2025,105060002,60,60
2025,105070001,30,30
2025,105070002,20,20
2025,105070003,20,20
2025,105080001,30,30
2025,105080002,30,30
2025,105080003,20,20
2025,105090001,,
2025,105090002,30,30
2025,105100001,60,60
2025,105100002,60,60
2025,105110001,5,5
2025,105110002,40,40
2025,105120001,30,30
2025,105120002,30,30
2025,105130001,60,60
2025,105130002,30,30
2025,105130003,10,10
2025,105140001,,
2025,105140002,20,20
2025,105140003,30,30
2025,105150001,,
2025,105150002,,
2025,105150003,20,20
2025,105160001,,
2025,105160002,80,80
2025,105170001,,
2025,105170003,30,30
2025,105180001,30,90
2025,105180002,20,20
2025,105190002,,
2025,105200001,,
2025,105210002,20,20
2025,105210004,,
2025,105220001,30,30
2025,105220002,30,30
2025,105220003,20,30
2025,105230001,,
2025,105230002,,
2025,105250001,,
2025,105250002,,
2025,105250003,30,60
2025,105260001,,
2025,105260002,,
2025,105270001,,
2025,105270002,30,30
2025,105280001,,
2025,105280002,,
2025,105290001,,
2025,105290002,20,20
2025,105300001,20,30
2025,105300002,20,20
2025,105300003,40,60
2025,10530001,30,60
2025,10530002,,
2025,10530003,,
2025,105310001,,
2025,105320001,20,20
2025,105320002,30,30
2025,105320003,,
2025,105330001,30,30
2025,105330002,20,20
2025,105340001,10,20
2025,105340002,10,20
2025,105340003,30,30
2025,105340004,20,60
2025,105390001,,
2025,10540001,10,20
2025,10540002,30,30
2025,105430001,30,30
2025,105440001,30,30
2025,105440002,10,20
2025,105440003,20,30
2025,105450001,25,30
2025,105450002,80,140
2025,105450003,20,30
2025,105450004,10,10
2025,105460001,20,20
2025,105470001,20,20
2025,105470002,30,30
2025,105470003,15,20
2025,105480001,15,25
2025,105480002,20,30
2025,105490001,,
2025,105490002,,
2025,105500001,,
2025,105500002,,
2025,10550001,,
2025,10550002,35,80
2025,105510001,20,30
2025,105510002,,
2025,105510003,20,30
2025,105530001,15,30
2025,105530002,20,30
2025,105540001,20,40
2025,105540002,30,30
2025,105550001,,
2025,105550002,,
2025,105560001,20,30
2025,105560002,10,10
2025,105560003,,
2025,105570001,10,20
2025,105570002,20,30
2025,105580001,15,20
2025,105580002,10,20
2025,105590001,15,15
2025,105590002,20,30
2025,105590003,15,15
2025,105600001,20,30
2025,105600002,30,30
2025,105600004,30,30
2025,10560002,,
2025,10560003,80,120
2025,105610001,,
2025,105620001,15,15
2025,105620002,30,30
2025,10570001,95,150
2025,10570002,80,150
2025,10570004,60,150
2025,10580001,60,165
2025,10580002,35,90
2025,10600001,,
2025,10600002,,
2025,1060001,,
2025,1060002,10,25
2025,1060004,20,20
2025,10610001,,
2025,10610002,,
2025,106150001,20,10
2025,106150002,40,40
2025,106160001,,
2025,106160002,5,25
2025,106170001,,
2025,106170002,,
2025,106180001,,
2025,106180002,,
2025,106200001,,
2025,106200002,,
2025,10620001,,
2025,10620002,,
2025,106220001,,
2025,106230001,,
2025,106230002,,
2025,106240001,,
2025,106240002,,
2025,106240003,20,20
2025,106250001,,
2025,106250002,,
2025,106250003,20,40
2025,106260001,,
2025,106260002,,
2025,106270001,10,40
2025,106270002,20,40
2025,106280001,20,40
2025,106280002,10,30
2025,106280003,20,40
2025,106290001,,
2025,106290002,10,25
2025,106300001,40,80
2025,106300002,20,40
2025,10630001,,
2025,10630002,30,30
2025,106310001,,
2025,106320001,15,40
2025,106320002,30,40
2025,106330001,15,20
2025,106330002,20,40
2025,106330003,,
2025,106340001,20,40
2025,106340002,20,30
2025,106360001,60,85
2025,106360002,60,100
2025,106360003,30,40
2025,106380001,,
2025,106380002,,
2025,106390001,60,100
2025,106390002,60,85
2025,106410001,,
2025,106410002,,
2025,10650001,60,90
2025,10650002,20,10
2025,10650003,20,10
2025,10650004,,
2025,10660001,20,20
2025,10660002,20,30
2025,10660003,30,30
2025,106650001,30,50
2025,106650002,30,30
2025,106660001,15,30
2025,106660002,15,20
2025,106660003,20,25
2025,106670001,30,60
2025,106670002,10,20
2025,106670003,80,100
2025,106680001,10,20
2025,106680002,15,30
2025,106690001,30,40
2025,106690002,10,15
2025,106690003,80,120
2025,106700001,70,90
2025,106700002,90,150
2025,10670001,,
2025,10670002,,
2025,10670003,70,95
2025,10670004,60,60
2025,10670005,63,111
2025,106710001,5,10
2025,106710002,,
2025,106720001,5,10
2025,106720003,5,7
2025,106730002,15,30
2025,106730003,30,50
2025,106730004,25,45
2025,106740001,12,15
2025,106740002,60,90
2025,106740004,15,25
2025,106750001,,
2025,106750002,,
2025,106760001,,
2025,106760003,,
2025,106770001,,
2025,106770002,10,25
2025,106780001,,
2025,106780002,10,65
2025,106790001,,
2025,106790002,,
2025,106800001,20,25
2025,106800002,60,40
2025,10680001,20,10
2025,10680002,10,20
2025,106820001,,
2025,106830001,10,10
2025,106850001,10,15
2025,106860001,10,13
2025,106870001,5,15
2025,106880001,10,15
2025,106890001,5,15
2025,106890002,5,15
2025,106890003,10,20
2025,106900001,5,15
2025,10690001,30,30
2025,10690002,40,40
2025,10690003,30,30
2025,10690004,60,60
2025,106910001,10,15
2025,106920001,10,15
2025,106930001,10,15
2025,106950001,,
2025,106980001,,
2025,106980002,,
2025,106990001,,
2025,106990002,370,20
2025,107000001,,
2025,107000002,,
2025,10700001,20,20
2025,10700002,,
2025,10700003,60,90
2025,1070001,10,10
2025,1070002,10,10
2025,1070003,20,20
2025,107010001,10,20
2025,107010002,10,10
2025,107020001,20,20
2025,107030001,5,10
2025,107030002,5,15
2025,107030101,10,10
2025,107030102,20,20
2025,107040001,10,15
2025,107040002,10,15
2025,107040003,,
2025,107050001,5,15
2025,107050002,15,10
2025,107050004,10,15
2025,107060001,5,15
2025,107060002,15,5
2025,107060004,5,10
2025,107110001,5,10
2025,107110002,60,120
2025,107110003,5,5
2025,107120001,10,10
2025,107120002,5,10
2025,107120004,10,20
2025,10720001,60,60
2025,10720002,60,60
2025,10730001,30,30
2025,10730002,10,120
2025,10730003,,
2025,10740001,,
2025,10740002,60,60
2025,10740003,60,60
2025,10750001,20,20
2025,10750002,40,20
2025,10750003,90,60
2025,10750004,60,60
2025,107540001,,
2025,107540002,,
2025,107560001,,
2025,107560002,,
2025,10760001,20,30
2025,10760002,20,20
2025,10760003,20,60
2025,107610001,20,20
2025,107610002,90,90
2025,107620001,,
2025,107620002,20,20
2025,107620003,20,20
2025,107630001,,
2025,107670001,30,30
2025,107670002,30,30
2025,107670003,30,30
2025,107700001,30,30
2025,107700002,50,50
2025,107700003,30,30
2025,10770001,,
2025,10770002,,
2025,107710001,15,15
2025,107710002,20,20
2025,107730001,20,20
2025,107730002,20,80
2025,107730003,20,20
2025,107740001,,
2025,107780002,,
2025,107800002,,
2025,10780001,,
2025,10780002,,
2025,107810001,,
2025,107810002,,
2025,107820001,,
2025,107830001,,
2025,107840001,10,20
2025,107860001,,
2025,107860002,,
2025,107870001,,
2025,107900001,20,10
2025,10790001,,
2025,10790002,,
2025,107920001,10,10
2025,107920002,,
2025,107930001,20,10
2025,107940001,10,10
2025,107940002,,
2025,107950001,,
2025,107950002,60,60
2025,107960003,30,50
2025,107990002,30,10
2025,108000001,,
2025,10800001,,
2025,1080002,,
2025,1080003,60,60
2025,108010001,15,10
2025,108010002,60,30
2025,10810002,,
2025,10820001,,
2025,108240001,,
2025,108240002,,
2025,108250001,20,10
2025,108250002,25,10
2025,108280001,10,10
2025,108280002,15,15
2025,108290001,10,10
2025,108290002,15,10
2025,108300001,20,10
2025,108300002,20,20
2025,10830001,20,30
2025,10830002,20,60
2025,108330001,120,210
2025,108340001,120,150
2025,108340002,120,180
2025,108350001,90,150
2025,108360001,90,120
2025,108360002,60,90
2025,108380001,,
2025,108420001,,
2025,108430001,,
2025,108440002,,
2025,108450001,10,10
2025,108450002,40,30
2025,108470001,,
2025,108470002,,
2025,108480001,,
2025,108480002,,
2025,108490001,,
2025,108500001,,
2025,10850002,10,10
2025,10850003,60,60
2025,108510001,,
2025,10860001,15,0
2025,10860002,10,0
2025,10860003,,
2025,10870001,,
2025,10870002,10,0
2025,10870003,,
2025,108730002,30,30
2025,108730003,,
2025,108750001,20,20
2025,108750002,10,10
2025,108800001,,
2025,108800002,,
2025,108810001,,
2025,108810002,15,20
2025,108840001,30,30
2025,108840002,30,60
2025,108850001,,
2025,108850002,,
2025,10900002,60,60
2025,10900003,60,60
2025,1090001,15,30
2025,1090002,20,40
2025,109020001,30,30
2025,109020002,30,30
2025,109020003,40,40
2025,109030001,20,30
2025,109030002,30,30
2025,109030003,30,30
2025,109040001,20,20
2025,109040002,20,30
2025,109040003,30,30
2025,109050001,20,40
2025,109050002,30,30
2025,109050003,30,30
2025,109060001,,
2025,109060002,,
2025,109070001,30,30
2025,109070002,20,30
2025,109080001,20,20
2025,109080002,30,30
2025,109080003,30,30
2025,109090001,5,5
2025,109090002,120,240
2025,109090003,30,60
2025,109100001,,
2025,109100002,60,60
2025,109100003,60,60
2025,109110001,,
2025,109110002,30,60
2025,109110003,,
2025,109120001,,
2025,109120002,,
2025,109120003,10,10
2025,109130001,20,10
2025,109130002,,
2025,109130003,180,120
2025,109140001,30,30
2025,109140002,,
2025,109140004,300,360
2025,109150001,5,5
2025,109150002,20,10
2025,109150004,30,60
2025,109170001,30,30
2025,109170003,120,120
2025,109180001,3,3
2025,109180002,5,5
2025,109180003,5,5
2025,109190001,15,15
2025,109190002,120,300
2025,109190003,40,60
2025,109200001,10,10
2025,109200002,60,60
2025,10920001,40,10
2025,10920002,20,10
2025,10920003,40,40
2025,109210001,,
2025,109210002,,
2025,109210003,,
2025,109220001,,
2025,109220002,,
2025,109220003,10,20
2025,109230002,,
2025,109240001,,
2025,109240002,,
2025,109240003,180,180
2025,109250001,,
2025,109250003,150,180
2025,109260002,14,20
2025,109270002,,
2025,109270003,10,20
2025,109270004,,
2025,109290001,30,10
2025,109290002,30,30
2025,109300001,,
2025,109300003,20,30
