고객ID,나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,Netflix_사용,Tving_사용,Disney_사용,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부
OTT04383,34,여성,대전,Disney+,스탠다드 HD,13388,44.61,16,5,0,월간 구독,1,2,1,1,0,1,3,0,0,1,1,0,4,휴대폰결제,0,20,0,스마트폰,0
OTT04384,73,남성,경기,Tving,프리미엄 4K,16630,19.93,24,1,0,월간 구독,13,2,1,1,0,1,3,0,1,1,3,0,2,간편결제,0,15,4,태블릿,1
OTT04385,37,남성,전북,Tving,프리미엄 4K,16174,42.48,14,4,0,연간 구독,59,2,0,1,0,0,1,0,1,1,2,0,5,정기결제,0,0,1,스마트TV,0
OTT04386,58,남성,서울,Netflix,프리미엄 4K,17056,32.09,24,5,1,월간 구독,8,1,0,0,0,0,0,1,1,1,1,0,4,간편결제,0,5,34,PC,0
OTT04387,63,남성,충남,Netflix,광고형 스탠다드,5158,30.55,3,5,0,월간 구독,22,1,1,0,0,1,2,1,0,0,3,0,5,간편결제,0,10,6,스마트폰,0
OTT04388,29,여성,서울,Netflix,베이직,9542,95.25,26,5,1,월간 구독,20,1,0,0,0,1,1,1,0,0,1,2,2,간편결제,0,5,6,스마트폰,0
OTT04389,23,남성,서울,Tving,프리미엄 4K,16963,10.65,22,5,1,월간 구독,14,2,0,0,0,1,1,0,1,0,1,0,5,신용카드,0,0,32,태블릿,1
OTT04390,34,남성,경남,Tving,스탠다드 HD,13771,34.62,11,4,1,연간 구독,14,1,1,0,1,1,3,0,1,1,0,0,2,신용카드,0,15,15,스마트TV,0
OTT04391,68,남성,대구,Tving,스탠다드 HD,13266,26.89,0,1,1,월간 구독,16,1,1,1,0,1,3,1,1,0,2,0,5,간편결제,0,5,27,스마트폰,0
OTT04392,36,남성,경기,Tving,베이직,9769,56.01,36,5,0,6개월 구독,19,3,1,0,1,1,3,1,1,0,1,1,5,간편결제,0,0,3,스마트폰,0
OTT04393,43,여성,경기,Disney+,베이직,9803,2.57,2,4,0,월간 구독,39,2,0,0,1,1,2,0,0,1,1,1,3,간편결제,0,20,9,스마트TV,0
OTT04394,65,남성,대구,Disney+,베이직,9735,37.69,32,5,0,월간 구독,29,2,0,1,1,0,2,1,0,1,1,0,4,간편결제,0,0,32,스마트폰,0
OTT04395,61,남성,부산,Netflix,스탠다드 HD,13758,32.56,11,5,0,월간 구독,38,1,1,1,1,0,3,1,0,0,1,0,5,간편결제,0,5,0,태블릿,0
OTT04396,61,남성,제주,Tving,프리미엄 4K,16938,181.68,23,1,0,월간 구독,9,1,1,0,0,0,1,1,1,0,2,0,2,간편결제,0,5,35,태블릿,1
OTT04397,69,남성,제주,Netflix,광고형 스탠다드,6162,70.49,26,4,0,월간 구독,50,2,1,0,1,0,2,1,0,0,1,0,1,간편결제,0,5,17,태블릿,0
OTT04398,49,남성,광주,Tving,광고형 스탠다드,5000,8.42,36,5,0,월간 구독,6,1,1,0,0,1,2,1,1,0,0,0,5,신용카드,0,30,26,스마트TV,0
OTT04399,23,여성,인천,Netflix,연간 멤버십,11386,35.59,9,4,0,6개월 구독,26,1,0,1,1,1,3,1,1,0,0,0,1,신용카드,0,0,29,스마트TV,0
OTT04400,72,여성,인천,Netflix,프리미엄 4K,16895,76.56,19,5,1,6개월 구독,49,1,0,1,0,0,1,1,1,0,1,0,4,간편결제,0,0,10,스마트폰,0
OTT04401,53,여성,울산,Disney+,광고형 스탠다드,5447,37.18,10,1,0,연간 구독,36,3,0,1,0,0,1,0,0,1,2,0,3,휴대폰결제,0,5,23,스마트TV,0
OTT04402,55,여성,서울,Tving,광고형 스탠다드,5423,22.06,9,5,1,월간 구독,20,1,0,0,1,0,1,0,1,0,0,1,4,간편결제,0,15,18,스마트TV,0
OTT04403,28,여성,경기,Netflix,연간 멤버십,12278,23.63,20,1,0,월간 구독,41,2,1,0,0,1,2,1,0,1,0,1,5,신용카드,0,5,0,스마트TV,0
OTT04404,50,여성,서울,Netflix,스탠다드 HD,13798,22.86,28,5,0,연간 구독,25,1,0,0,1,1,2,1,0,0,0,0,5,간편결제,0,10,23,태블릿,0
OTT04405,41,남성,서울,Tving,광고형 스탠다드,5337,1.01,44,3,0,6개월 구독,8,1,1,0,1,1,3,1,1,0,1,1,4,신용카드,0,20,18,PC,0
OTT04406,40,남성,서울,Disney+,프리미엄 4K,16969,65.58,17,5,1,월간 구독,47,1,0,1,0,0,1,1,0,1,1,0,3,정기결제,0,0,31,스마트폰,1
OTT04407,32,남성,인천,Tving,베이직,9322,47.19,19,5,0,월간 구독,40,2,1,1,0,1,3,0,1,0,2,3,4,간편결제,0,20,19,스마트폰,0
OTT04408,44,여성,전북,Disney+,스탠다드 HD,13898,15.65,19,3,1,월간 구독,27,1,1,1,0,0,2,0,0,1,0,0,5,정기결제,1,10,26,스마트폰,0
OTT04409,28,여성,인천,Netflix,광고형 스탠다드,5671,49.72,21,5,1,연간 구독,21,1,1,1,1,1,4,1,0,1,0,0,4,간편결제,0,30,30,PC,0
OTT04410,74,여성,경기,Tving,광고형 스탠다드,5143,18.46,22,3,0,월간 구독,11,1,0,0,0,1,1,1,1,1,2,1,5,신용카드,0,0,0,PC,0
OTT04411,68,남성,서울,Disney+,스탠다드 HD,13227,13.94,8,5,0,연간 구독,19,3,0,0,1,0,1,0,0,1,1,0,2,휴대폰결제,0,5,7,스마트폰,1
OTT04412,67,여성,부산,Tving,베이직,9373,67.58,0,4,0,6개월 구독,13,1,0,0,0,0,0,1,1,0,2,0,3,신용카드,0,0,4,스마트폰,0
OTT04413,34,남성,경기,Netflix,프리미엄 4K,17206,82.8,17,3,0,연간 구독,58,2,1,1,0,0,2,1,0,0,1,0,4,간편결제,0,0,23,스마트TV,0
OTT04414,68,남성,대구,Tving,베이직,9435,49.14,39,5,0,월간 구독,47,1,1,0,0,0,1,0,1,0,1,1,4,간편결제,0,15,21,스마트폰,0
OTT04415,70,남성,제주,Tving,스탠다드 HD,13763,76.66,20,3,0,연간 구독,5,2,1,0,0,1,2,0,1,0,1,2,1,신용카드,0,5,6,스마트폰,0
OTT04416,31,남성,서울,Tving,스탠다드 HD,14113,22.76,18,3,0,6개월 구독,26,3,1,0,0,1,2,0,1,0,0,1,3,간편결제,0,5,0,스마트TV,0
OTT04417,44,여성,경기,Disney+,광고형 스탠다드,5709,3.73,19,5,1,월간 구독,7,1,1,0,0,1,2,1,1,1,1,1,1,간편결제,0,0,20,스마트TV,0
OTT04418,35,남성,인천,Disney+,프리미엄 4K,16775,46.43,13,5,0,월간 구독,13,1,0,0,1,0,1,0,0,1,1,0,1,신용카드,0,15,14,스마트폰,1
OTT04419,45,남성,제주,Tving,베이직,9696,14.78,19,5,1,월간 구독,48,2,1,1,0,1,3,0,1,0,4,0,5,신용카드,0,15,14,태블릿,0
OTT04420,68,여성,충남,Netflix,광고형 스탠다드,5394,75.14,20,3,1,월간 구독,24,4,0,1,1,1,3,1,1,0,1,1,1,간편결제,0,0,34,PC,0
OTT04421,64,여성,경남,Netflix,연간 멤버십,12957,22.17,20,3,0,연간 구독,48,1,0,0,0,1,1,1,1,0,2,1,2,신용카드,0,0,4,스마트TV,0
OTT04422,64,여성,경기,Disney+,광고형 스탠다드,5662,55.54,21,4,0,6개월 구독,24,1,0,0,0,1,1,0,1,1,0,0,1,간편결제,0,20,31,스마트폰,1
OTT04423,21,남성,제주,Disney+,스탠다드 HD,13381,40.24,21,5,1,연간 구독,34,1,1,0,0,1,2,0,0,1,1,1,4,신용카드,0,10,26,스마트폰,0
OTT04424,24,여성,서울,Netflix,광고형 스탠다드,6045,85.05,19,1,0,연간 구독,39,1,0,0,0,0,0,1,0,1,0,2,1,간편결제,0,0,29,스마트폰,1
OTT04425,62,여성,서울,Tving,스탠다드 HD,13504,89.28,31,3,0,6개월 구독,4,2,1,1,0,0,2,0,1,0,1,0,2,휴대폰결제,0,0,6,스마트TV,1
OTT04426,52,남성,경북,Netflix,연간 멤버십,11872,3.54,38,5,1,월간 구독,20,4,0,0,0,0,0,1,0,0,1,0,3,간편결제,0,5,3,스마트TV,0
OTT04427,65,여성,경남,Netflix,광고형 스탠다드,5042,17.49,3,2,0,연간 구독,13,3,1,0,0,1,2,1,1,0,3,1,5,신용카드,0,20,11,스마트TV,0
OTT04428,26,남성,서울,Tving,광고형 스탠다드,5131,102.35,14,3,1,연간 구독,57,1,1,0,0,0,1,1,1,1,0,1,2,간편결제,0,0,11,스마트폰,0
OTT04429,25,남성,서울,Tving,프리미엄 4K,16638,25.87,0,4,0,월간 구독,55,1,1,1,0,1,3,1,1,1,2,0,4,간편결제,0,0,2,스마트폰,0
OTT04430,69,여성,서울,Netflix,베이직,9626,36.17,24,2,0,월간 구독,53,1,1,1,0,0,2,1,0,1,0,0,4,간편결제,0,0,13,스마트TV,0
OTT04431,62,여성,서울,Disney+,광고형 스탠다드,5524,10.13,32,3,0,월간 구독,30,1,1,0,0,1,2,1,0,1,0,2,1,신용카드,0,0,17,스마트TV,1
OTT04432,34,남성,경기,Disney+,광고형 스탠다드,5720,40.22,21,5,1,월간 구독,37,1,1,0,0,0,1,1,0,1,0,0,1,신용카드,0,5,28,스마트TV,1
OTT04433,34,여성,제주,Disney+,프리미엄 4K,16550,15.37,21,5,0,월간 구독,23,1,1,1,1,0,3,0,1,1,3,0,1,간편결제,0,30,0,태블릿,1
OTT04434,66,여성,대전,Netflix,연간 멤버십,12147,88.37,14,2,0,월간 구독,44,1,1,0,1,1,3,1,1,0,0,1,1,신용카드,0,0,2,PC,0
OTT04435,50,여성,충남,Tving,프리미엄 4K,16407,11.17,21,2,0,월간 구독,13,1,1,1,0,0,2,1,1,0,1,0,5,신용카드,0,10,12,스마트TV,0
OTT04436,49,남성,충남,Netflix,베이직,8899,22.3,19,5,1,월간 구독,41,1,0,0,1,0,1,1,0,1,0,0,1,간편결제,0,15,12,스마트TV,1
OTT04437,25,여성,부산,Netflix,베이직,10119,5.0,30,3,0,월간 구독,48,1,1,0,0,0,1,1,0,0,0,1,3,간편결제,0,5,5,태블릿,0
OTT04438,36,남성,전북,Tving,프리미엄 4K,17355,44.33,40,2,0,월간 구독,38,1,1,0,0,1,2,0,1,1,1,0,5,휴대폰결제,0,0,28,PC,0
OTT04439,55,여성,대구,Disney+,프리미엄 4K,16614,142.34,35,1,0,6개월 구독,58,1,1,1,0,0,2,1,0,1,3,0,5,간편결제,0,5,21,스마트TV,0
OTT04440,20,남성,경기,Netflix,광고형 스탠다드,5520,9.51,42,5,1,연간 구독,55,3,1,0,0,0,1,1,1,0,0,0,3,간편결제,0,5,25,스마트TV,0
OTT04441,22,남성,부산,Disney+,스탠다드 HD,14125,1.0,26,5,1,연간 구독,45,1,0,0,0,1,1,1,0,1,3,1,5,간편결제,0,10,30,스마트폰,0
OTT04442,30,여성,부산,Disney+,프리미엄 4K,17234,27.45,23,4,1,6개월 구독,14,1,0,0,0,0,0,0,0,1,0,2,5,신용카드,0,0,29,스마트폰,0
OTT04443,64,남성,전남,Disney+,광고형 스탠다드,5770,69.0,19,5,0,월간 구독,36,2,1,1,1,0,3,0,0,1,1,0,5,신용카드,1,15,22,스마트TV,0
OTT04444,63,남성,제주,Disney+,광고형 스탠다드,5355,184.65,23,5,0,월간 구독,57,4,0,0,0,0,0,1,1,1,1,0,5,신용카드,0,0,11,스마트폰,0
OTT04445,48,남성,경기,Netflix,베이직,9893,2.63,23,1,0,월간 구독,56,1,1,0,0,1,2,1,0,0,0,0,1,신용카드,0,0,2,스마트TV,0
OTT04446,72,여성,충남,Disney+,스탠다드 HD,13178,77.08,33,5,0,월간 구독,41,2,0,1,0,0,1,1,1,1,0,1,1,간편결제,0,0,33,스마트폰,0
OTT04447,33,남성,서울,Netflix,프리미엄 4K,16630,23.0,18,5,0,월간 구독,5,1,1,0,1,1,3,1,0,1,0,1,2,간편결제,0,0,33,스마트폰,1
OTT04448,67,여성,충남,Disney+,광고형 스탠다드,5989,8.35,9,4,0,연간 구독,11,2,1,0,0,1,2,0,0,1,2,0,2,신용카드,0,30,21,스마트TV,0
OTT04449,49,남성,경기,Netflix,베이직,9978,10.68,19,5,1,연간 구독,16,2,1,0,0,0,1,1,0,0,1,1,3,간편결제,0,15,17,태블릿,0
OTT04450,39,남성,서울,Netflix,베이직,8841,128.77,10,2,0,연간 구독,12,1,0,0,0,0,0,1,0,0,0,0,2,간편결제,0,0,1,스마트TV,1
OTT04451,46,남성,경기,Tving,광고형 스탠다드,5585,82.87,17,2,1,월간 구독,17,3,0,0,1,0,1,1,1,0,0,0,1,신용카드,0,5,27,태블릿,1
OTT04452,39,남성,대구,Netflix,베이직,9793,18.68,2,5,1,월간 구독,31,1,0,0,0,1,1,1,0,0,1,1,3,신용카드,0,0,16,태블릿,0
OTT04453,60,남성,서울,Netflix,프리미엄 4K,16930,140.83,20,5,1,월간 구독,8,1,1,0,0,1,2,1,1,0,2,1,1,휴대폰결제,0,0,22,스마트TV,1
OTT04454,20,남성,경남,Tving,연간 멤버십,11411,5.56,11,3,0,연간 구독,12,2,1,0,0,0,1,0,1,0,0,0,5,신용카드,0,30,35,태블릿,0
OTT04455,71,여성,서울,Disney+,베이직,10184,19.47,27,4,0,월간 구독,8,2,1,0,0,1,2,1,0,1,1,0,4,간편결제,0,0,2,스마트폰,0
OTT04456,27,여성,제주,Tving,베이직,8766,52.91,16,5,0,월간 구독,13,1,1,1,1,1,4,0,1,1,1,0,4,간편결제,0,0,1,스마트TV,0
OTT04457,59,남성,세종,Netflix,연간 멤버십,11864,372.54,0,3,1,월간 구독,55,1,1,0,0,1,2,1,0,0,2,2,2,정기결제,0,0,3,스마트TV,1
OTT04458,38,남성,경기,Netflix,연간 멤버십,10557,31.33,15,5,0,월간 구독,23,1,1,1,0,0,2,1,1,0,2,1,1,신용카드,0,15,35,PC,1
OTT04459,33,여성,경기,Netflix,베이직,9354,83.23,19,2,0,월간 구독,5,1,1,0,0,0,1,1,1,0,0,1,1,정기결제,0,5,34,스마트TV,1
OTT04460,29,남성,충북,Tving,스탠다드 HD,13394,123.77,23,5,0,월간 구독,8,1,0,0,0,0,0,0,1,0,0,0,3,신용카드,0,0,17,스마트폰,0
OTT04461,19,남성,대구,Tving,연간 멤버십,11244,0.48,25,4,0,월간 구독,3,4,0,0,0,1,1,0,1,0,0,0,4,간편결제,0,0,15,스마트TV,1
OTT04462,58,여성,대전,Netflix,베이직,9173,17.05,11,1,0,연간 구독,43,1,1,0,0,1,2,1,0,0,1,1,2,신용카드,0,5,15,PC,0
OTT04463,41,여성,경기,Netflix,베이직,9534,5.29,12,1,0,월간 구독,5,2,0,1,0,1,2,1,0,0,1,1,2,휴대폰결제,0,15,35,스마트TV,0
OTT04464,52,여성,인천,Netflix,베이직,9483,74.82,19,5,0,연간 구독,48,1,0,0,0,1,1,1,1,0,1,0,2,신용카드,0,0,17,스마트TV,0
OTT04465,73,남성,제주,Netflix,베이직,9265,41.86,23,5,1,월간 구독,42,2,1,0,0,0,1,1,0,0,0,0,2,간편결제,0,0,2,태블릿,1
OTT04466,47,남성,경기,Netflix,광고형 스탠다드,6132,5.02,24,1,1,월간 구독,42,4,1,0,0,0,1,1,0,1,0,1,1,간편결제,0,20,6,스마트TV,0
OTT04467,74,여성,경기,Disney+,베이직,9376,27.3,29,5,1,6개월 구독,25,1,0,0,1,1,2,0,1,1,1,0,5,신용카드,0,5,23,태블릿,0
OTT04468,47,남성,경기,Netflix,광고형 스탠다드,5170,36.07,3,5,0,월간 구독,32,2,1,1,0,0,2,1,1,0,0,0,3,간편결제,0,30,28,스마트TV,0
OTT04469,64,남성,충남,Tving,광고형 스탠다드,5115,59.83,29,5,0,월간 구독,16,1,0,0,0,1,1,0,1,0,0,0,2,간편결제,1,0,30,스마트폰,1
OTT04470,52,여성,충남,Tving,광고형 스탠다드,5479,75.59,28,4,0,월간 구독,11,1,0,0,0,1,1,1,1,0,2,0,3,신용카드,0,0,7,스마트TV,0
OTT04471,36,남성,경기,Netflix,광고형 스탠다드,5800,4.6,28,5,0,월간 구독,24,1,0,1,1,1,3,1,1,0,2,1,4,간편결제,0,0,7,스마트TV,0
OTT04472,67,여성,서울,Tving,광고형 스탠다드,5437,33.44,17,5,1,6개월 구독,41,2,1,1,0,1,3,1,1,0,0,0,2,신용카드,0,15,1,태블릿,0
OTT04473,25,여성,서울,Tving,스탠다드 HD,12588,8.78,22,5,1,월간 구독,24,1,1,0,0,0,1,1,1,0,1,0,2,간편결제,0,0,18,스마트폰,0
OTT04474,43,여성,경기,Netflix,프리미엄 4K,16761,69.97,24,2,1,연간 구독,54,1,1,0,0,1,2,1,1,0,2,0,4,신용카드,0,15,8,스마트TV,0
OTT04475,66,남성,경기,Disney+,광고형 스탠다드,5491,53.6,18,5,0,월간 구독,39,1,1,0,0,1,2,1,0,1,0,0,2,간편결제,0,5,27,스마트TV,0
OTT04476,57,남성,제주,Netflix,베이직,9835,64.19,29,5,0,6개월 구독,46,2,1,0,0,1,2,1,1,0,2,0,2,간편결제,0,20,3,스마트TV,0
OTT04477,24,남성,인천,Disney+,프리미엄 4K,16111,3.9,8,5,0,월간 구독,46,1,1,0,0,0,1,0,1,1,1,0,4,간편결제,0,0,2,스마트폰,1
OTT04478,47,남성,경기,Tving,프리미엄 4K,17693,35.7,27,5,0,연간 구독,22,1,1,1,0,0,2,1,1,0,2,0,4,신용카드,0,0,10,스마트TV,0
OTT04479,24,여성,경남,Tving,스탠다드 HD,12677,91.81,24,5,1,6개월 구독,18,1,0,0,1,1,2,1,1,0,0,0,1,휴대폰결제,0,20,12,태블릿,0
OTT04480,20,남성,인천,Disney+,광고형 스탠다드,5579,62.47,35,5,0,월간 구독,17,1,1,0,0,0,1,1,1,1,1,0,3,간편결제,0,5,18,PC,1
OTT04481,18,남성,대구,Disney+,광고형 스탠다드,5770,98.93,39,2,0,월간 구독,1,1,1,1,0,1,3,1,0,1,0,1,2,간편결제,0,0,10,태블릿,1
OTT04482,53,남성,서울,Tving,스탠다드 HD,13394,11.54,18,3,0,6개월 구독,12,1,0,0,0,1,1,0,1,0,1,0,4,간편결제,0,0,4,스마트폰,0
OTT04483,42,여성,경기,Disney+,광고형 스탠다드,5000,16.91,35,5,0,월간 구독,23,4,0,0,1,1,2,0,1,1,1,1,4,간편결제,0,0,34,스마트폰,0
OTT04484,54,남성,제주,Netflix,스탠다드 HD,12478,29.11,23,4,0,6개월 구독,8,2,1,0,0,0,1,1,0,0,0,0,5,신용카드,0,5,6,스마트TV,0
OTT04485,18,남성,대구,Tving,광고형 스탠다드,5634,37.04,23,3,0,6개월 구독,33,4,1,0,1,0,2,0,1,0,2,0,3,간편결제,0,0,8,스마트폰,0
OTT04486,32,남성,경기,Netflix,베이직,9458,14.53,23,4,0,월간 구독,12,2,1,1,0,1,3,1,1,0,0,0,5,신용카드,0,0,23,스마트TV,0
OTT04487,54,여성,광주,Netflix,광고형 스탠다드,5573,24.0,6,5,0,월간 구독,17,3,0,0,0,0,0,1,0,0,0,0,2,신용카드,0,5,1,스마트TV,1
OTT04488,30,남성,경남,Disney+,스탠다드 HD,14105,58.08,31,5,1,월간 구독,30,1,1,1,0,1,3,0,0,1,0,0,4,간편결제,0,0,3,스마트TV,0
OTT04489,57,여성,경기,Netflix,스탠다드 HD,13972,51.84,6,3,0,연간 구독,39,1,1,1,1,1,4,1,0,0,0,1,2,간편결제,0,5,35,스마트TV,0
OTT04490,25,여성,부산,Netflix,광고형 스탠다드,5419,5.85,25,5,0,월간 구독,43,4,0,1,1,0,2,1,1,0,1,0,1,휴대폰결제,0,15,25,스마트폰,0
OTT04491,22,남성,제주,Disney+,프리미엄 4K,17233,212.38,0,5,0,월간 구독,13,1,1,0,0,0,1,1,0,1,0,0,3,간편결제,0,0,26,태블릿,0
OTT04492,26,여성,서울,Netflix,연간 멤버십,11948,41.36,17,4,0,연간 구독,21,1,1,0,0,1,2,1,0,0,1,0,2,휴대폰결제,0,10,35,태블릿,0
OTT04493,18,남성,강원,Netflix,베이직,9512,33.04,19,1,0,월간 구독,57,2,1,0,0,1,2,1,0,0,1,1,3,신용카드,0,5,5,태블릿,0
OTT04494,53,여성,대구,Tving,베이직,8978,170.94,26,4,0,연간 구독,9,1,0,0,0,0,0,0,1,0,1,2,4,간편결제,0,0,35,스마트TV,0
OTT04495,52,여성,대전,Tving,베이직,9573,7.56,34,4,0,6개월 구독,55,1,0,0,0,0,0,0,1,0,1,0,2,간편결제,0,10,5,PC,0
OTT04496,19,남성,경기,Disney+,프리미엄 4K,17412,39.23,19,5,0,연간 구독,28,3,1,0,0,1,2,0,0,1,0,0,5,간편결제,0,30,25,태블릿,0
OTT04497,57,남성,경기,Tving,베이직,9638,81.76,7,2,0,월간 구독,7,1,0,0,0,1,1,0,1,0,1,0,1,신용카드,0,15,10,스마트TV,1
OTT04498,40,남성,울산,Tving,연간 멤버십,11256,25.45,15,4,0,월간 구독,18,1,0,1,0,0,1,1,1,1,3,0,5,간편결제,1,0,23,스마트TV,1
OTT04499,26,여성,경기,Tving,스탠다드 HD,13322,66.65,22,5,0,연간 구독,50,2,0,1,1,1,3,0,1,0,0,1,1,간편결제,0,0,28,태블릿,0
OTT04500,51,남성,경기,Tving,광고형 스탠다드,5774,114.71,21,4,1,6개월 구독,42,1,0,0,1,1,2,0,1,0,1,0,1,간편결제,0,0,27,PC,1
OTT04501,63,여성,서울,Tving,베이직,9501,15.17,2,4,0,6개월 구독,59,1,1,0,1,0,2,0,1,0,3,0,3,신용카드,0,15,13,스마트폰,0
OTT04502,31,남성,서울,Disney+,베이직,9740,13.82,14,5,0,연간 구독,33,2,1,1,0,0,2,0,0,1,2,1,2,신용카드,0,10,25,스마트폰,0
OTT04503,21,여성,제주,Netflix,스탠다드 HD,13135,22.37,14,2,0,월간 구독,46,3,0,0,0,0,0,1,0,1,0,1,2,신용카드,0,10,9,스마트폰,1
OTT04504,47,남성,경기,Netflix,베이직,10294,27.1,17,5,0,월간 구독,23,1,1,1,0,1,3,1,1,0,0,0,4,신용카드,0,5,4,스마트폰,0
OTT04505,48,여성,제주,Netflix,연간 멤버십,12106,5.89,26,3,1,월간 구독,53,1,1,1,0,0,2,1,0,1,0,0,1,간편결제,0,0,6,스마트폰,1
OTT04506,55,남성,서울,Tving,스탠다드 HD,13873,13.15,12,5,1,연간 구독,1,1,1,0,0,0,1,1,1,0,0,0,5,간편결제,0,0,27,태블릿,0
OTT04507,28,여성,대구,Netflix,베이직,9556,103.27,30,5,0,월간 구독,55,2,1,0,0,0,1,1,0,0,1,0,5,간편결제,0,0,31,스마트폰,0
OTT04508,52,남성,경기,Tving,베이직,9388,41.8,27,4,0,연간 구독,39,2,0,0,1,1,2,0,1,0,4,0,2,간편결제,0,5,27,스마트TV,0
OTT04509,25,남성,전북,Disney+,베이직,9259,15.59,0,2,1,6개월 구독,58,1,1,0,0,0,1,1,0,1,0,1,5,간편결제,0,10,24,태블릿,0
OTT04510,20,남성,전북,Tving,베이직,9042,143.76,15,3,0,월간 구독,19,1,1,0,1,0,2,0,1,1,0,1,4,휴대폰결제,0,30,27,스마트폰,0
OTT04511,31,여성,서울,Netflix,베이직,9537,74.43,22,4,0,연간 구독,19,3,1,1,0,1,3,1,0,0,2,0,5,간편결제,0,30,20,스마트폰,0
OTT04512,30,남성,경남,Disney+,프리미엄 4K,16507,22.5,35,2,0,6개월 구독,4,1,0,0,1,1,2,1,0,1,1,0,1,간편결제,0,0,29,스마트폰,0
OTT04513,62,여성,서울,Netflix,연간 멤버십,11082,72.5,8,4,0,6개월 구독,7,4,0,1,0,0,1,1,0,1,3,0,4,간편결제,0,30,34,스마트폰,0
OTT04514,49,남성,대구,Tving,광고형 스탠다드,5539,45.32,2,2,0,월간 구독,29,1,1,0,0,1,2,1,1,0,1,0,3,신용카드,0,0,21,스마트폰,1
OTT04515,51,여성,제주,Tving,스탠다드 HD,13495,57.57,22,2,0,연간 구독,48,1,1,0,0,0,1,1,1,0,4,1,5,간편결제,0,30,15,스마트TV,0
OTT04516,62,여성,경남,Netflix,베이직,9518,19.39,9,1,1,연간 구독,39,2,1,0,0,0,1,1,0,0,1,2,1,간편결제,0,10,31,스마트TV,1
OTT04517,36,남성,제주,Disney+,광고형 스탠다드,5694,11.75,19,5,0,월간 구독,11,1,1,0,0,1,2,1,0,1,0,0,5,휴대폰결제,0,15,25,스마트TV,0
OTT04518,55,남성,경기,Netflix,연간 멤버십,11847,14.62,12,4,1,월간 구독,29,4,1,1,0,1,3,1,0,0,1,0,4,휴대폰결제,0,20,35,PC,0
OTT04519,33,남성,서울,Disney+,연간 멤버십,12446,4.37,29,2,0,월간 구독,8,1,0,0,0,1,1,0,0,1,1,0,2,신용카드,0,0,28,PC,1
OTT04520,19,남성,서울,Netflix,광고형 스탠다드,5252,31.84,27,2,1,연간 구독,45,2,0,0,0,0,0,1,1,0,1,1,3,간편결제,1,5,24,PC,0
OTT04521,57,남성,부산,Netflix,스탠다드 HD,13853,26.06,13,3,0,연간 구독,9,1,0,0,0,1,1,1,1,0,0,2,1,간편결제,0,0,7,PC,0
OTT04522,34,여성,전북,Netflix,연간 멤버십,10842,0.13,35,1,0,월간 구독,5,1,0,0,1,0,1,1,0,1,1,0,1,간편결제,0,0,32,스마트TV,1
OTT04523,72,여성,서울,Netflix,광고형 스탠다드,5630,97.02,20,3,0,연간 구독,31,2,1,0,0,0,1,1,1,0,0,0,4,간편결제,0,0,17,스마트TV,0
OTT04524,51,여성,대전,Tving,스탠다드 HD,13470,57.26,23,5,0,6개월 구독,10,2,0,0,0,1,1,1,1,1,0,0,3,휴대폰결제,0,0,33,PC,0
OTT04525,59,남성,경기,Tving,스탠다드 HD,13057,29.6,13,3,1,6개월 구독,43,2,0,1,0,0,1,0,1,0,0,0,3,간편결제,0,0,6,스마트TV,0
OTT04526,33,여성,경기,Disney+,베이직,8965,170.59,12,5,0,연간 구독,24,1,0,0,1,1,2,0,1,1,2,2,1,신용카드,0,0,0,PC,1
OTT04527,55,남성,대전,Netflix,베이직,9303,141.12,35,5,1,월간 구독,17,4,0,0,0,1,1,1,0,1,1,0,5,간편결제,0,5,30,PC,0
OTT04528,19,남성,인천,Netflix,스탠다드 HD,13503,5.0,21,5,1,월간 구독,47,2,1,1,0,1,3,1,0,0,4,1,2,간편결제,0,5,3,PC,0
OTT04529,19,남성,전남,Tving,프리미엄 4K,17472,47.74,22,5,0,연간 구독,11,1,0,0,0,0,0,1,1,0,0,1,3,간편결제,0,10,32,스마트폰,1
OTT04530,43,남성,서울,Netflix,프리미엄 4K,16370,84.92,14,5,0,월간 구독,34,1,1,1,0,1,3,1,0,1,0,0,5,신용카드,0,30,31,스마트폰,0
OTT04531,30,남성,전북,Tving,베이직,9316,9.49,22,5,0,6개월 구독,24,1,0,0,1,1,2,0,1,1,1,0,3,간편결제,0,30,1,PC,0
OTT04532,73,여성,서울,Tving,스탠다드 HD,13147,6.85,20,2,0,월간 구독,8,2,1,1,0,1,3,0,1,0,4,0,5,정기결제,0,20,34,스마트폰,0
OTT04533,64,여성,서울,Netflix,광고형 스탠다드,5367,15.04,19,2,0,연간 구독,57,3,0,1,1,1,3,1,0,0,1,0,2,간편결제,0,0,4,PC,0
OTT04534,48,남성,대전,Disney+,프리미엄 4K,17368,16.4,36,3,0,연간 구독,44,2,1,0,0,1,2,0,0,1,0,0,2,간편결제,1,20,12,스마트폰,1
